date,return
2019-07-05,0.0
2019-07-06,-0.09563060386036537
2019-07-07,0.010771428571428432
2019-07-08,-0.022528761624784455
2019-07-09,-0.0
2019-07-10,-0.0
2019-07-11,-0.039825259567337956
2019-07-12,0.0
2019-07-13,-0.002758874379253262
2019-07-14,-0.10319070453707113
2019-07-15,0.05268209083119113
2019-07-16,-0.0
2019-07-17,0.0
2019-07-18,0.0
2019-07-19,-0.0
2019-07-20,0.018358031225191862
2019-07-21,-0.010361516224380418
2019-07-22,-0.0295720099776815
2019-07-23,-0.04650454899042855
2019-07-24,0.01947360953461974
2019-07-25,-0.002957447548798009
2019-07-26,0.0
2019-07-27,-0.0
2019-07-28,-0.00410026027739141
2019-07-29,-0.0
2019-07-30,0.0
2019-07-31,0.025031378877532484
2019-08-01,0.014729034740929903
2019-08-02,-0.0002758240242725085
2019-08-03,-6.89750310387538e-05
2019-08-04,0.007863695937090354
2019-08-05,0.041270275819587976
2019-08-06,-0.0
2019-08-07,0.0
2019-08-08,-0.0
2019-08-09,-0.017040661380124944
2019-08-10,-0.0
2019-08-11,0.0
2019-08-12,-0.0
2019-08-13,-0.006207041660822088
2019-08-14,-0.0
2019-08-15,-0.0
2019-08-16,0.022920203735144362
2019-08-17,-0.009769898151640977
2019-08-18,0.02662755704544595
2019-08-19,0.03213358070500938
2019-08-20,-0.025021570319240682
2019-08-21,-0.0
2019-08-22,0.0022728994620804244
2019-08-23,0.007937107869075533
2019-08-24,-0.01672416379181041
2019-08-25,0.0
2019-08-26,0.006555627548881171
2019-08-27,-0.0
2019-08-28,-0.0
2019-08-29,-0.0
2019-08-30,0.0
2019-08-31,0.0032312160006546797
2019-09-01,0.0
2019-09-02,0.05198553021989194
2019-09-03,-0.011166061355382118
2019-09-04,-0.01938029930058993
2019-09-05,-0.007490935171534541
2019-09-06,-0.008390541571319576
2019-09-07,-0.0
2019-09-08,0.0
2019-09-09,-0.0
2019-09-10,-0.0
2019-09-11,-0.0
2019-09-12,0.0015067805123052391
2019-09-13,0.0
2019-09-14,0.0084201750729469
2019-09-15,0.0
2019-09-16,0.0020197856553998417
2019-09-17,0.06709449175202598
2019-09-18,0.0
2019-09-19,0.0025171201184526204
2019-09-20,-0.021637189380792288
2019-09-21,-0.027361588104313772
